a,b,link_id,link_id2,distance,dircode,time,congtime,area_type,facl_type,num_lanes,capacity,twoway,location,screenline,zone,constructn,ccc,evac,corridor,c_segment,cosite,aadt,pswadt,auto,lt_trk,hy_trk,pddir_cnt,pdtrk_dir,dir_count,dltrk_dir,vol_total,trk_vol,vht,cht,vht1,cht1,trk_pct,spd_lnk,spd_lnk2,speed_org,speed_cng,uroadfactor,confactor,anode,bnode
10639,10671,1063910671,1063910671,.25,2,.48,.48,31,42,2,3504,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,1070.9,9,8.57,0,8.59,28.1,.84,0,0,31,30.67,.85,.4521,10639,10671
10640,10657,1064010657,1064010657,.16,1,.26,.31,42,24,2,2936,0,2,99,0,0,1,0,35,2035005,X,0,0,0,0,0,0,0,0,0,2193.77,235,9.51,0,11.38,15.23,10.71,0,0,36,30.39,.75,.4521,10640,10657
10641,10651,1064110651,1064110651,.03,1,.08,.08,11,64,4,5971,0,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,1193.46,167,1.59,0,1.59,7.97,13.99,547,0,23,22.92,.7,.4521,10641,10651
10642,10590,1059010642,1059010642,.24,1,.38,.39,34,23,2,3317,2,2,99,0,0,1,1,136,2136004,X,0,0,0,0,0,0,0,0,0,1454.8,114,9.21,0,9.5,21.65,7.84,1164,0,38,36.72,.75,.4521,10590,10642
10642,10692,1064210692,1064210692,.18,2,.28,.29,34,23,2,3317,2,2,99,0,0,1,1,136,2136004,X,0,0,0,0,0,0,0,0,0,1493.44,119,6.97,0,7.2,16,7.97,1164,0,38,36.61,.75,.4521,10642,10692
10643,10628,1062810643,1062810643,.1,1,.25,.25,11,38,1,1394,2,2,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,394.28,90,1.64,0,1.65,5.83,22.83,0,0,24,23.62,.75,.4521,10628,10643
10643,10654,1064310654,1064310654,.09,2,.22,.23,11,38,1,1394,2,2,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,657.56,85,2.41,0,2.47,5.23,12.93,0,0,24,23.93,.75,.4521,10643,10654
10644,10591,1059110644,1059110644,.18,1,.46,.46,31,47,1,938,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,11.77,1,.09,0,.09,7.19,8.5,0,0,24,24.08,.85,.4521,10591,10644
10644,10617,1061710644,1061710644,.25,1,.4,.47,31,23,2,3317,2,2,99,0,0,1,1,559,2559005,X,0,0,0,0,0,0,0,0,0,2360.88,444,15.74,0,18.36,25.79,18.81,0,0,38,32.31,.75,.4521,10617,10644
10644,10655,1064410655,1064410655,.09,2,.14,.16,31,23,2,3317,2,2,99,0,0,1,1,559,2559005,X,0,0,0,0,0,0,0,0,0,2106.7,395,4.92,0,5.47,8.6,18.75,0,0,38,33.73,.75,.4521,10644,10655
10644,10685,1064410685,1064410685,.13,2,.25,.25,31,42,1,1715,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,577.86,12,2.41,0,2.42,7.17,2.08,0,0,31,30.39,.85,.4521,10644,10685
10645,10652,1064510652,1064510652,.06,1,.16,.16,11,64,3,4896,0,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,264.86,31,.71,0,.71,13.06,11.7,516,3401,23,22.91,.7,.4521,10645,10652
10646,10604,1064610604,1064610604,.18,2,.17,.19,31,11,3,13606,0,2,99,0,0,1,1,47,2047007,X,0,0,0,0,0,0,0,0,0,8388.12,1346.47,23.77,0,26.05,42.26,16.05,0,2701,65,59.21,.7,.4521,10604,10646
10647,10611,1061110647,1061110647,.15,1,.27,.27,31,24,3,4165,2,2,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,846.47,83,3.81,0,3.82,18.78,9.81,0,0,34,33.44,.75,.4521,10611,10647
10647,10727,1064710727,1064710727,.23,2,.4,.4,31,24,3,4165,2,2,99,0,0,0,1,0,0,PI_1110,13500,14500,837,31,0,869,31,7874,205,968.82,80,6.46,5.79,6.48,27.86,8.26,0,0,34,34.21,.75,.4521,10647,10727
10648,10668,1064810668,1064810668,.06,1,.15,.15,11,64,4,5971,0,2,99,0,0,0,0,539,2539001,X,0,0,0,0,0,0,0,0,0,1424.13,133,3.56,0,3.57,14.97,9.34,513,0,23,23.54,.7,.4521,10648,10668
10649,10627,1062710649,1062710649,.06,1,.11,.11,31,42,2,3504,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,148.98,25,.27,0,.27,6.42,16.78,0,0,31,31.64,.85,.4521,10627,10649
10649,10671,1064910671,1064910671,.06,2,.12,.12,31,42,2,3504,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,461.57,27,.92,0,.92,7.01,5.85,0,0,31,31.05,.85,.4521,10649,10671
10650,10596,1059610650,1059610650,.41,1,1.02,1.02,21,45,2,2522,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,38.7,6,.66,0,.66,42.88,15.5,0,0,24,24.01,.85,.4521,10596,10650
10650,10707,1065010707,1065010707,.17,2,.46,.46,11,46,2,1898,2,2,99,0,0,0,0,0,0,PI_SP03,0,0,0,0,0,0,0,0,0,86.3,15,.66,0,.66,14.55,17.38,0,0,22,22.1,.85,.4521,10650,10707
10651,10637,1065110637,1065110637,.11,2,.3,.3,11,64,3,4896,0,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,221.54,32,1.11,0,1.11,24.48,14.44,597,3501,23,22.98,.7,.4521,10637,10651
10651,10681,1065110681,1065110681,.1,1,.26,.26,11,64,3,4896,0,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,1134.37,168,4.92,0,4.93,21.27,14.81,645,0,23,22.58,.7,.4521,10651,10681
10652,10658,1065210658,1065210658,.04,1,.11,.11,11,64,3,4896,0,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,212.64,22,.39,0,.39,8.98,10.35,516,3401,23,23.95,.7,.4521,10652,10658
10653,10638,1065310638,1065310638,.16,2,.26,.31,42,24,2,2936,0,2,99,0,0,1,0,35,2035005,X,0,0,0,0,0,0,0,0,0,2117.49,218,9.18,0,10.78,14.94,10.3,0,0,36,30.99,.75,.4521,10638,10653
10653,10657,1065310657,1065310657,.01,2,.02,.02,31,42,2,3504,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,126.45,28,.04,0,.04,1.17,22.14,0,0,31,30,.85,.4521,10653,10657
10654,10633,1063310654,1063310654,.06,1,.17,.17,11,48,1,938,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,22.05,0,.06,0,.06,2.66,0,0,0,21,20.96,.85,.4521,10633,10654
10654,10643,1064310654,1064310654,.09,1,.22,.22,11,38,1,1394,2,2,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,406.55,92,1.49,0,1.5,5.13,22.63,0,0,24,24.41,.75,.4521,10643,10654
10654,10660,1065410660,1065410660,.04,2,.1,.1,11,38,1,1394,2,2,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,671.63,85,1.12,0,1.15,2.38,12.66,0,0,24,22.52,.75,.4521,10654,10660
10654,10674,1065410674,1065410674,.06,2,.17,.17,11,48,1,938,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,11.66,0,.03,0,.03,2.66,0,0,0,21,21.6,.85,.4521,10654,10674
10655,10644,1064410655,1064410655,.09,1,.14,.16,31,23,2,3317,2,2,99,0,0,1,1,559,2559005,X,0,0,0,0,0,0,0,0,0,2301.7,439,5.37,0,6.19,8.92,19.07,0,0,38,32.54,.75,.4521,10644,10655
10655,10665,1065510665,1065510665,.08,2,.15,.19,21,24,2,2499,2,2,99,0,0,1,1,559,2559005,FD_155188,0,0,0,0,0,0,0,0,0,2028.33,389,5.07,0,6.41,7.89,19.18,0,0,33,25.54,.75,.4521,10655,10665
10656,10613,1061310656,1061310656,.13,1,.29,.3,11,25,2,2480,2,2,31,0,0,0,0,0,0,PI_MP13,13500,14500,985,81,0,1066,81,6465,392,957.49,146,4.63,5.15,4.72,12.22,15.25,707,0,28,27.29,.75,.4521,10613,10656
10656,10679,1065610679,1065610679,.07,2,.15,.16,11,25,2,2480,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,1347.7,168,3.37,0,3.59,6.6,12.47,707,0,28,26.41,.75,.4521,10656,10679
10657,10653,1065310657,1065310657,.01,1,.02,.02,31,42,2,3504,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,16.65,4,.01,0,.01,1.17,24.02,0,0,31,30,.85,.4521,10653,10657
10657,10670,1065710670,1065710670,.13,1,.21,.26,42,24,2,2936,0,2,99,0,0,1,0,35,2035005,X,0,0,0,0,0,0,0,0,0,2303.57,259,8.06,0,9.95,12.68,11.24,0,0,36,28.93,.75,.4521,10657,10670
10658,10636,1065810636,1065810636,.06,2,.15,.15,11,64,4,5971,0,2,99,0,0,0,1,539,2539003,X,0,0,0,0,0,0,0,0,0,770.51,100,1.93,0,1.93,14.93,12.98,508,2801,23,23.63,.7,.4521,10636,10658
10658,10662,1065810662,1065810662,.02,1,.06,.06,11,64,3,4896,0,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,256.89,25,.26,0,.26,4.9,9.73,512,0,23,22.8,.7,.4521,10658,10662
10659,10651,1065910651,1065910651,.05,2,.14,.14,11,64,3,4896,0,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,162.45,33,.38,0,.38,11.42,20.31,613,3501,23,23.01,.7,.4521,10651,10659
10660,10654,1065410660,1065410660,.04,1,.1,.1,11,38,1,1394,2,2,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,397.62,92,.66,0,.66,2.33,23.14,0,0,24,23.03,.75,.4521,10654,10660
10660,10676,1066010676,1066010676,.16,2,.4,.4,11,38,1,1394,2,2,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,247.59,29,1.65,0,1.65,9.3,11.71,0,0,24,24.24,.75,.4521,10660,10676
10661,10715,1066110715,1066110715,.19,1,.17,.21,31,11,3,13606,0,2,99,0,0,1,1,47,2047007,X,0,0,0,0,0,0,0,0,0,10651.25,1297.47,30.18,0,36.87,47.1,12.18,0,2701,65,54.65,.7,.4521,10661,10715
10662,10666,1066210666,1066210666,.04,1,.09,.09,11,64,3,4896,0,2,99,0,0,0,0,0,0,PI_SP06,0,0,0,0,0,0,0,0,0,228.96,24,.34,0,.34,7.34,10.48,512,0,23,24.13,.7,.4521,10662,10666
10663,10595,1066310595,1066310595,.26,2,.3,.3,31,16,2,7631,0,2,99,0,0,1,1,35,2035008,X,0,0,0,0,0,0,0,0,0,777.01,123,3.89,0,3.89,38.16,15.83,0,0,52,52.55,.7,.4521,10595,10663
10664,10630,1063010664,1063010664,.24,1,.41,.44,31,32,2,4199,2,2,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2709.92,188,18.52,0,20.04,31.05,6.94,0,0,36,32.91,.75,.4521,10630,10664
10664,10691,1066410691,1066410691,.25,2,.42,.45,31,32,2,4199,2,2,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2696.87,230,18.88,0,20.4,31.76,8.53,0,0,36,33.04,.75,.4521,10664,10691
10665,10625,1066510625,1066510625,.12,2,.27,.27,21,44,2,2535,0,2,31,0,0,0,0,0,0,PI_MP21,7500,8100,1401,78,0,1479,78,8100,517,574.26,51,2.58,6.66,2.59,11.42,8.88,0,0,27,27.45,.85,.4521,10625,10665
10665,10655,1065510665,1065510665,.08,1,.15,.21,21,24,2,2499,2,2,99,0,0,1,1,559,2559005,FD_155188,0,0,0,0,0,0,0,0,0,2242.62,435,5.61,0,7.71,8.59,19.4,0,0,33,23.48,.75,.4521,10655,10665
10665,10675,1066510675,1066510675,.09,2,.16,.24,21,24,2,2499,2,2,99,0,0,1,1,559,2559004,X,0,0,0,0,0,0,0,0,0,2443.19,503,6.52,0,9.81,10.03,20.59,0,0,33,21.24,.75,.4521,10665,10675
10666,10668,1066610668,1066610668,.03,1,.07,.07,11,64,3,4896,0,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,228.96,24,.27,0,.27,5.71,10.48,512,0,23,22.37,.7,.4521,10666,10668
10667,10653,1066710653,1066710653,.13,2,.21,.27,42,24,2,2936,0,2,99,0,0,1,0,35,2035005,X,0,0,0,0,0,0,0,0,0,2482.25,249,8.69,0,11.33,13.4,10.03,0,0,36,27.4,.75,.4521,10653,10667
10668,10673,1066810673,1066810673,.04,1,.12,.12,11,64,3,4896,0,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,374.36,39,.75,0,.75,9.79,10.42,512,0,23,22.15,.7,.4521,10668,10673
10668,10678,1066810678,1066810678,.03,1,.09,.09,11,64,4,5971,0,2,99,0,0,0,0,539,2539001,PI_SP07,0,0,0,0,0,0,0,0,0,1278.73,118,1.92,0,1.92,8.97,9.23,550,0,23,22.63,.7,.4521,10668,10678
10669,10658,1066910658,1066910658,.03,2,.08,.08,11,64,4,5971,0,2,99,0,0,0,1,539,2539003,PI_SP08,0,0,0,0,0,0,0,0,0,814.76,103,1.09,0,1.09,7.96,12.64,532,2801,23,23.09,.7,.4521,10658,10669
10670,10721,1067010721,1067010721,.53,1,.89,1.1,42,24,2,2936,0,2,99,0,0,1,0,35,2035005,X,0,0,0,0,0,0,0,0,0,2303.57,259,34.17,0,42.18,53.75,11.24,0,0,36,29.17,.75,.4521,10670,10721
10671,10639,1063910671,1063910671,.25,1,.48,.48,31,42,2,3504,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,648.91,11,5.19,0,5.19,28.04,1.7,0,0,31,30.74,.85,.4521,10639,10671
10671,10649,1064910671,1064910671,.06,1,.12,.12,31,42,2,3504,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,260.99,28,.52,0,.52,7.01,10.73,0,0,31,31.05,.85,.4521,10649,10671
10671,10703,1067110703,1067110703,.25,2,.48,.48,31,42,2,3504,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,940.27,16,7.52,0,7.53,28.07,1.7,0,0,31,31.12,.85,.4521,10671,10703
10671,10753,1067110753,1067110753,.25,2,.49,.49,31,42,1,1715,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,523.78,18,4.28,0,4.29,14.04,3.44,0,0,31,30.67,.85,.4521,10671,10753
10672,10631,1063110672,1063110672,.12,1,.31,.31,11,46,2,1898,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,502.39,45,2.6,0,2.6,9.82,8.96,524,0,22,22.25,.85,.4521,10631,10672
10672,10689,1067210689,1067210689,.06,2,.16,.16,11,46,2,1898,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,409.74,50,1.09,0,1.09,5.06,12.2,524,0,22,21.55,.85,.4521,10672,10689
10673,10677,1067310677,1067310677,.05,1,.13,.13,11,64,3,4896,0,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,158.44,16,.34,0,.34,10.61,10.1,512,0,23,23.08,.7,.4521,10673,10677
10674,10654,1065410674,1065410674,.06,1,.17,.17,11,48,1,938,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,52.68,0,.15,0,.15,2.66,0,0,0,21,21.6,.85,.4521,10654,10674
10674,10659,1067410659,1067410659,.13,2,.35,.35,11,64,3,4896,0,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,219.15,34,1.28,0,1.28,28.56,15.51,613,3501,23,22.9,.7,.4521,10659,10674
10675,10665,1066510675,1066510675,.09,1,.16,.16,21,24,2,2499,2,2,99,0,0,1,1,559,2559004,X,0,0,0,0,0,0,0,0,0,560.82,151,1.5,0,1.5,6.68,26.93,0,0,33,31.89,.75,.4521,10665,10675
10675,10698,1067510698,1067510698,.17,2,.3,.31,21,24,2,2499,2,2,38,0,0,0,0,559,2559004,X,0,0,0,0,0,0,0,0,0,1041.76,258,5.21,0,5.34,12.81,24.77,0,0,33,32.31,.75,.4521,10675,10698
10675,10783,1067510783,1067510783,.41,1,.81,.97,31,71,1,3196,0,2,99,0,0,0,0,0,0,FD_152735,0,0,0,0,0,0,0,0,0,2574.23,434,34.75,0,41.68,51.76,16.86,0,0,30,25.1,.75,.4521,10675,10783
10676,10660,1066010676,1066010676,.16,1,.4,.4,11,38,1,1394,2,2,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,150.63,24,1,0,1,9.29,15.93,0,0,24,24.25,.75,.4521,10660,10676
10676,10669,1067610669,1067610669,.03,2,.08,.08,11,64,4,5971,0,2,99,0,0,0,1,539,2539003,X,0,0,0,0,0,0,0,0,0,845.29,106,1.13,0,1.13,7.96,12.54,532,2801,23,22.19,.7,.4521,10669,10676
10676,10687,1067610687,1067610687,.08,2,.21,.21,11,38,1,1394,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,266.85,32,.93,0,.93,4.88,11.99,0,0,24,23.9,.75,.4521,10676,10687
10677,10689,1067710689,1067710689,.1,1,.25,.25,11,64,3,4896,0,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,46.3,8,.19,0,.19,20.4,17.28,512,0,23,23.18,.7,.4521,10677,10689
10678,10687,1067810687,1067810687,.03,1,.07,.07,11,64,4,5971,0,2,99,0,0,0,0,539,2539001,X,0,0,0,0,0,0,0,0,0,1222.19,124,1.43,0,1.43,6.98,10.15,550,0,23,23.19,.7,.4521,10678,10687
10679,10656,1065610679,1065610679,.07,1,.15,.15,11,25,2,2480,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,1087.37,156,2.72,0,2.8,6.39,14.35,707,0,28,27.29,.75,.4521,10656,10679
10679,10709,1067910709,1067910709,.08,2,.17,.18,11,25,2,2480,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,1292.68,162,3.66,0,3.87,7.42,12.53,707,0,28,26.4,.75,.4521,10679,10709
10679,10736,1067910736,1067910736,.44,1,1.05,1.05,21,64,2,3210,0,2,99,0,0,0,0,558,2558003,X,0,0,0,0,0,0,0,0,0,55.02,6,.96,0,.96,56.17,10.9,674,0,25,25.07,.7,.4521,10679,10736
10680,10637,1068010637,1068010637,.13,2,.34,.34,11,64,4,5971,0,2,31,0,0,0,1,0,0,PI_MP15,9000,9700,1422,65,0,1487,65,9700,389,1292.01,129,7.32,8.43,7.33,33.9,9.98,638,2901,23,23.11,.7,.4521,10637,10680
10681,10729,1068110729,1068110729,.13,1,.33,.33,11,64,3,4896,0,2,31,0,0,0,0,0,0,PI_MP14,7700,8300,778,19,0,797,19,8300,223,1071.15,161,5.89,4.38,5.9,26.98,15.03,645,0,23,23.14,.7,.4521,10681,10729
10682,10697,1068210697,1068210697,.38,1,.44,.45,31,16,2,7631,0,2,99,0,0,1,1,0,0,X,0,0,0,0,0,0,0,0,0,2941.57,99,21.57,0,21.97,57,3.37,0,0,52,51.45,.7,.4521,10682,10697
10683,10674,1068310674,1068310674,.1,2,.25,.25,11,64,3,4896,0,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,307.06,39,1.28,0,1.28,20.4,12.7,613,3501,23,22.85,.7,.4521,10674,10683
10684,10663,1068410663,1068410663,.24,2,.28,.28,31,16,2,7631,0,2,99,0,0,1,1,35,2035008,X,0,0,0,0,0,0,0,0,0,777.01,123,3.63,0,3.63,35.62,15.83,0,0,52,52.17,.7,.4521,10663,10684
10684,10743,1068410743,1068410743,.4,1,.47,.47,31,16,2,7631,0,2,99,0,0,1,1,35,2035006,FD_151250,0,0,0,0,0,0,0,0,0,1836.78,97,14.39,0,14.44,59.99,5.28,0,0,52,51.49,.7,.4521,10684,10743
10685,10644,1064410685,1064410685,.13,1,.25,.25,31,42,1,1715,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,246.13,17,1.03,0,1.03,7.15,6.91,0,0,31,30.5,.85,.4521,10644,10685
10685,10732,1068510732,1068510732,.13,2,.25,.25,31,42,1,1715,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,516.69,12,2.15,0,2.16,7.16,2.32,0,0,31,30.5,.85,.4521,10685,10732
10686,10676,1068610676,1068610676,.03,2,.08,.08,11,64,4,5971,0,2,99,0,0,0,1,539,2539004,X,0,0,0,0,0,0,0,0,0,833.95,110,1.11,0,1.11,7.96,13.19,532,2801,23,21.67,.7,.4521,10676,10686
10687,10676,1067610687,1067610687,.08,1,.21,.21,11,38,1,1394,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,181.24,23,.63,0,.63,4.88,12.69,0,0,24,23.91,.75,.4521,10676,10687
10687,10704,1068710704,1068710704,.03,1,.09,.09,11,64,4,5971,0,2,31,0,0,0,0,539,2539002,FD_155189,12000,13000,1113,41,11,1165,52,13000,283,1247.87,122,1.87,1.75,1.87,8.97,9.78,550,0,23,22.56,.7,.4521,10687,10704
10687,10713,1068710713,1068710713,.19,2,.52,.52,11,46,1,938,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,85.94,15,.74,0,.74,8.13,17.45,0,0,22,22.04,.85,.4521,10687,10713
10688,10604,1068810604,1068810604,.41,2,.88,.88,21,71,1,3196,0,2,99,0,0,0,0,0,0,FD_152729,0,0,0,0,0,0,0,0,0,452.63,69,6.64,0,6.64,46.89,15.24,0,0,28,28.02,.75,.4521,10604,10688
10688,10715,1068810715,1068810715,.33,1,.71,.71,21,71,2,6392,0,2,99,0,0,1,1,0,0,FD_152730,0,0,0,0,0,0,0,0,0,1058.56,234,12.53,0,12.53,75.67,22.11,0,0,28,27.9,.75,.4521,10688,10715
10689,10672,1067210689,1067210689,.06,1,.16,.16,11,46,2,1898,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,546.13,48,1.46,0,1.46,5.07,8.79,524,0,22,21.52,.85,.4521,10672,10689
10689,10701,1068910701,1068910701,.04,1,.1,.1,11,64,3,4896,0,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,149.59,14,.25,0,.25,8.16,9.36,512,0,23,22.68,.7,.4521,10689,10701
10689,10713,1068910713,1068910713,.06,2,.13,.13,11,25,2,2480,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,344.58,47,.75,0,.75,5.38,13.64,552,0,28,27.68,.75,.4521,10689,10713
10690,10612,1061210690,1061210690,.24,1,.44,.5,42,25,3,4526,2,2,99,0,0,1,1,543,2543002,FD_155118,0,0,0,0,0,0,0,0,0,3092.19,336,22.68,0,25.95,37.98,10.87,0,0,33,29.14,.75,.4521,10612,10690
10690,10706,1069010706,1069010706,.08,2,.16,.16,31,42,1,1715,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,220.16,9,.59,0,.59,4.57,4.09,0,0,31,31.12,.85,.4521,10690,10706
10690,10784,1069010784,1069010784,.29,2,.52,.64,42,25,3,4526,2,2,99,0,0,1,1,543,2543002,X,0,0,0,0,0,0,0,0,0,3501.47,310,30.35,0,37.11,47.97,8.85,0,0,33,26.95,.75,.4521,10690,10784
10691,10664,1066410691,1066410691,.25,1,.42,.45,31,32,2,4199,2,2,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2581.96,199,18.07,0,19.3,31.39,7.71,0,0,36,33.43,.75,.4521,10664,10691
10691,10720,1069110720,1069110720,.25,2,.42,.46,31,32,2,4199,2,2,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2797.1,233,19.58,0,21.41,32.14,8.33,0,0,36,33.16,.75,.4521,10691,10720
10692,10642,1064210692,1064210692,.18,1,.28,.29,34,23,2,3317,2,2,99,0,0,1,1,136,2136004,X,0,0,0,0,0,0,0,0,0,1360.62,117,6.35,0,6.5,15.85,8.6,1164,0,38,36.95,.75,.4521,10642,10692
10692,10786,1069210786,1069210786,.39,2,.61,.63,34,23,2,3317,2,2,99,0,0,1,1,136,2136004,X,0,0,0,0,0,0,0,0,0,1493.44,119,15.18,0,15.69,34.85,7.97,1164,0,38,36.76,.75,.4521,10692,10786
10693,10683,1069310683,1069310683,.05,2,.13,.13,11,64,3,4896,0,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,299.75,17,.65,0,.65,10.61,5.67,613,3501,23,22.94,.7,.4521,10683,10693
10694,10595,1069410595,1069410595,.34,2,.4,.4,31,16,2,7631,0,2,99,0,0,1,1,0,0,X,0,0,0,0,0,0,0,0,0,821.62,132,5.48,0,5.48,50.89,16.07,0,0,52,51.63,.7,.4521,10595,10694
10695,10743,1069510743,1069510743,.16,1,.19,.19,31,16,2,7631,0,2,99,0,0,1,1,0,0,X,0,0,0,0,0,0,0,0,0,1455.74,110,4.61,0,4.62,24.2,7.56,0,0,52,51.68,.7,.4521,10695,10743
10697,10710,1069710710,1069710710,.12,1,.14,.14,31,16,3,11393,0,2,99,0,0,1,1,35,2035006,FD_155135,0,0,0,0,0,0,0,0,0,4598.6,209,10.73,0,10.96,27.17,4.54,0,0,52,50.67,.7,.4521,10697,10710
10698,10675,1067510698,1067510698,.17,1,.3,.31,21,24,2,2499,2,2,38,0,0,0,0,559,2559004,X,0,0,0,0,0,0,0,0,0,1248.62,291,6.24,0,6.54,13.1,23.31,0,0,33,31.61,.75,.4521,10675,10698
10698,10679,1069810679,1069810679,.12,1,.29,.29,21,64,2,3210,0,2,99,0,0,0,0,558,2558003,X,0,0,0,0,0,0,0,0,0,538.39,132,2.6,0,2.6,15.52,24.52,674,0,25,25.27,.7,.4521,10679,10698
10698,10709,1069810709,1069810709,.09,2,.18,.18,21,34,2,3225,2,2,99,0,0,0,0,559,2559003,X,0,0,0,0,0,0,0,0,0,503.37,126,1.51,0,1.51,9.68,25.03,0,0,28,28.56,.75,.4521,10698,10709
10699,10614,1061410699,1061410699,.25,1,.42,.44,42,24,3,4442,2,2,99,0,0,1,1,19,2019005,X,0,0,0,0,0,0,0,0,0,2213.85,134,15.5,0,16.24,32.58,6.05,0,3201,36,34.21,.75,.4521,10614,10699
10699,10739,1069910739,1069910739,.13,2,.21,.24,42,24,3,4442,2,2,99,0,0,1,1,19,2019005,X,0,0,0,0,0,0,0,0,0,2918.76,194,10.22,0,11.5,17.51,6.65,0,3201,36,31.95,.75,.4521,10699,10739
10700,10723,1070010723,1070010723,.22,1,.33,.33,11,15,3,8282,0,2,33,0,0,1,1,561,2561001,FD_150092,27750,29138,3268,41,3,3312,44,14847,216,1937.46,277,10.66,18.22,10.69,45.7,14.3,670,3001,40,40.2,.7,.4521,10700,10723
10701,10707,1070110707,1070110707,.06,1,.16,.16,11,64,2,3240,0,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,93.82,12,.25,0,.25,8.64,12.79,512,0,23,23.4,.7,.4521,10701,10707
10701,10716,1070110716,1070110716,.06,2,.16,.16,11,46,1,938,2,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,22,22.5,.85,.4521,10701,10716
10702,10686,1070210686,1070210686,.03,2,.09,.09,11,64,4,5971,0,2,31,0,0,0,1,539,2539004,FD_155190,10500,11500,1657,16,3,1676,19,11500,159,910.19,108,1.37,2.51,1.37,8.96,11.87,532,2801,23,21.72,.7,.4521,10686,10702
10702,10693,1070210693,1070210693,.06,2,.15,.15,11,64,3,4896,0,2,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,449.78,43,1.12,0,1.12,12.24,9.56,613,3501,23,22.32,.7,.4521,10693,10702
